Chinese,English,Frequency Count
另一边,the other side,1532
裡,inside,1531
一枪,One shot,1531
孙子,grandson,1531
鲨鱼,shark,1530
通讯,communication,1530
一夜,One night,1530
富有,rich,1529
调整,Adjustment,1529
进步,progress,1528
可悲,sad,1528
看出,see,1527
т,bleak,1527
尺,ruler,1527
偷偷,secretly,1527
宝贝儿,Baby,1527
下來,Come down,1527
警报,alarm,1527
废物,waste,1527
寶貝,baby,1526
吃惊,be surprised,1526
眼,Eye,1525
封锁,blockade,1525
例如,For example,1524
稲,Bleak,1524
路线,route,1523
诺,promise,1523
案,case,1522
领袖,leader,1522
足以,sufficient,1520
行不行,Ok,1519
尽可能,As much as possible,1519
薄,Thin,1519
老師,teacher,1518
社区,Community,1518
進行,conduct,1518
砰,boom,1518
嘴里,In the mouth,1518
抓紧,pay close attention,1518
嘴巴,mouth,1517
谢谢您,thank you,1517
扔掉,Throw away,1517
轨道,track,1516
輕,light,1515
影子,shadow,1515
动机,motivation,1515
这人,This person,1515
埃,Ethics,1515
器,Device,1515
弹,bomb,1514
前来,Coming,1514
爽,Cool,1514
身后,Behind,1513
死刑,death penalty,1513
鬆,loose,1513
醫院,Hospital,1513
糖果,candy,1512
赶上,catch up,1512
呐,Push,1512
山上,On the mountain,1511
打扫,clean,1511
萨姆,Sam,1510
睡不着,Unable to fall asleep,1510
格斯,Geus,1510
助手,assistant,1510
单,one,1510
克拉,carat,1510
选举,election,1509
所在,Where,1509
感动,move,1509
萨拉,Sara,1508
等不及,Can't wait,1506
拿下,Win down,1506
哪位,Which one,1505
幫忙,help,1505
摄像机,Camera,1505
主题,theme,1505
来过,came,1504
标志,Signs,1504
天上,Heaven,1504
我求,I ask,1504
危險,Danger,1501
据,according to,1501
平安,Safety,1499
懦夫,coward,1499
玩玩,Play,1499
ﻔ,Bleak,1499
狦,Bleak,1498
巴士,Bus,1498
暗示,hint,1497
比賽,Contest,1497
再有,also,1497
探长,Explorer,1497
昨天晚上,last night,1497
油,Oil,1497
不妙,Not good,1496
こ,Bleak,1495
走向,Move,1495
图书馆,library,1495
公爵,Duke,1495
ö,bleak,1494
成绩,score,1493
两分钟,Two minutes,1493
一共,Together,1491
做得好,well done,1491
这帮,This gang,1491
行事,Act,1491
最初,initial,1491
不成,Not,1490
好痛,it hurts,1490
下令,Order,1490
造,make,1489
薪水,salary,1489
查看,Check,1489
读书,read,1488
可疑,suspicious,1486
清除,Remove,1486
慢慢来,Take it easy,1485
要来,To come,1484
转过,Turn,1484
快来,Coming,1484
季,season,1484
霍华德,Howard,1484
幽灵,ghost,1483
基因,Gene,1481
岆,Bleak,1480
皇上,emperor,1480
大厅,hall,1479
福,blessing,1479
仓库,storehouse,1479
贴,stick,1478
大小,size,1476
升,Lift,1475
荣耀,glory,1474
胡扯,Boring,1474
今,now,1474
按摩,massage,1474
气味,odor,1474
君,Monarchy,1473
夜,night,1472
小男孩,little boy,1472
給你,for you,1472
足球,football,1471
深呼吸,Deep breath,1470
守,Shou,1470
行星,planet,1470
怪兽,Monster,1469
始终,Always,1469
身为,Be,1468
透露,disclose,1468
杯子,cup,1467
罪名,Crime,1467
州长,Governor,1467
難,Disaster,1467
阿曼,Oman,1466
收回,Recover,1465
膝盖,knee,1465
党,party,1465
猎人,hunter,1465
受欢迎,popular,1465
简,simple,1465
姓名,Name,1464
样,Sample,1464
异常,abnormal,1463
談談,Talk,1462
埃及,Egypt,1462
官员,Official,1462
军事,military,1462
工资,salary,1461
魔,magic,1461
新人,Newcomer,1461
科尔,Cole,1460
从小,From an early age,1460
没能,could not,1460
河,river,1459
贝克,Baker,1458
切断,Cut off,1458
跪下,Kneel down,1457
蹤,trace,1457
轻易,easily,1457
万美元,Ten thousand U.S. dollars,1457
扶,help,1456
这项,this,1455
伊甸园,Garden of Eden,1455
一阵子,for a while,1455
友好,friendly,1454
兒,Son,1454
明年,next year,1454
帝,emperor,1454
展开,Expand,1453
北方,north,1453
談,talk,1453
娘,mother,1453
十,ten,1452
突破,breakthrough,1452
狮子,lion,1452
以下,the following,1452
震惊,Shock,1450
小姑娘,Little girl,1450
宽恕,forgive,1449
摄像头,Camera,1449
出席,Attend,1449
電影,Movie,1448
严肃,serious,1448
友谊,friendship,1447
这块,This piece,1447
贼,thief,1447
表,surface,1447
搜,Search,1447
味,taste,1446
妞,little girl,1446
格雷,Gray,1446
整個,entire,1446
继承,inherit,1446
推荐,recommend,1446
几周,Several weeks,1445
社长,President,1445
琼斯,Jones,1445
晚点,late,1444
奇妙,wonderful,1444
车祸,Car accident,1443
計劃,plan,1443
苏珊,Susan,1443
顾问,consultant,1443
别哭,Don't cry,1442
猭,ape,1441
承担,bear,1441
预备,preparation,1439
剛剛,just,1439
总监,Chief,1437
明,bright,1436
一小,one small,1435
吉,lucky,1434
我错,I'm wrong,1434
杀人犯,murderer,1434
看著,Look at,1434
相爱,Fall in love,1434
丛林,jungle,1433
假期,holiday,1433
播放,Play,1433
撑,support,1433
接吻,kiss,1433
讽,Irony,1433
数,number,1433
仅供,Only for,1433
月球,Moon,1433
厨师,chef,1433
半小时,half an hour,1433
沿着,Along,1432
收入,income,1432
得知,Know,1432
冰淇淋,ice cream,1432
事實,fact,1432
照看,Take care of,1431
脆弱,Fragile,1431
数量,quantity,1431
沮丧,Frustration,1430
总算,All,1430
樣子,Look,1430
意志,will,1429
亦,as well as,1428
一团糟,A mess,1427
每周,weekly,1426
贝尔,Bell,1426
铁,iron,1426
基金,fund,1424
工程,project,1424
自行车,bike,1422
咱俩,Let's,1422
仔,young,1422
周六,Saturday,1421
逃离,get away,1421
任,appoint,1421
固定,fixed,1421
摇滚,Rock,1420
書,Book,1420
ǎ,ǎ,1419
勒,Pilgly,1419
食品,food,1419
參加,join,1418
產,Produce,1418
约定,Agreed,1417
坏蛋,Bad guy,1417
伊拉克,Iraq,1416
体验,Experience,1416
业务,business,1416
吃晚饭,have dinner,1415
岩石,rock,1415
武士,warrior,1414
征服,conquer,1414
身材,figure,1414
查出,find out,1413
啊哈,Ah,1412
上司,boss,1412
考虑一下,think about it,1412
复活,resurrection,1412
感冒,cold,1412
之所以,Why,1411
相互,mutual,1411
娃娃,baby,1411
怎能,How can,1410
小屋,cabin,1410
入口,Entrance,1410
精灵,Elf,1410
般,Like,1409
程,Procedure,1409
做法,practice,1408
冲动,impulse,1408
聚集,Gather,1408
遭受,suffer,1407
ﻻ,Bleak,1407
老虎,tiger,1405
开个,Open,1405
声明,statement,1404
人去,Go,1404
赌场,casino,1404
图,picture,1404
荒唐,absurd,1404
奶油,cream,1403
政策,policy,1402
林肯,Lincoln,1402
值,value,1402
残酷,cruel,1401
职位,Position,1401
注,Note,1400
包裹,pack,1399
科技,science and technology,1399
坟墓,grave,1399
基督,Christ,1399
處理,deal with,1399
气氛,atmosphere,1398
夸张,exaggerate,1398
搞清楚,Make clear,1398
这笔,This,1398
出手,Shot,1398
计算,calculate,1398
好久不见,haven't seen you for a long time,1398
迷失,Disappointed,1397
老二,Second child,1397
吓人,Scary,1397
开放,open,1397
有名,famous,1396
患者,patient,1396
被迫,Be forced to,1395
性格,character,1394
更大,Larger,1394
秀,show,1393
民主,democracy,1393
崇拜,worship,1391
全体,Whole,1391
毫无疑问,no doubt,1391
或許,perhaps,1391
说起,Talk about,1390
呗,chant,1390
一百,one hundred,1389
巧合,coincide,1388
闹,Make trouble,1388
会儿,For a while,1388
使得,Make,1388
小小,Small,1387
阿里,Ali,1386
圣诞老人,Santa Claus,1386
西方,The west,1385
草,Grass,1385
遇上,Encounter,1384
亲吻,kiss,1384
一晚,one night,1384
除掉,Remove,1384
平民,civilian,1383
蟺,Bleak,1382
一艘,One,1382
日记,journal,1382
纹身,Tattoo,1382
加速,accelerate,1381
西装,Suit,1381
这来,Here,1381
直,straight,1380
玡,Bleak,1380
沉默,silence,1379
会面,meet,1379
小队,Team,1378
告知,inform,1378
大道,Avenue,1378
け,Bleak,1378
原來,turn out to be,1378
此刻,now,1377
祷告,prayer,1377
太迟,Too late,1377
身體,Body,1375
亲密,close,1374
白宫,White House,1373
迹象,sign,1373
永遠,forever,1373
会来,will come,1372
摔,fall,1372
获取,Obtain,1372
位子,seat,1371
真理,truth,1371
赶走,Drive away,1371
整整,full,1371
竒,Bleak,1370
首相,prime minister,1370
辩护,defend,1370
标记,mark,1370
街头,street,1370
写信,write a letter,1369
等候,waiting,1369
ρ,bleak,1369
祖母,grandmother,1368
导师,tutor,1368
美的,beautiful,1368
国会,Parliament,1368
桌上,Table,1366
才刚,Just,1366
沃尔特,Walter,1366
蓝,blue,1365
小事,Trivial matter,1365
亲手,personally,1364
原则,in principle,1364
位于,lie in,1363
听过,Hear,1362
南,South,1362
少年,juvenile,1362
博物馆,museum,1362
學校,School,1362
发挥,Exert,1362
策略,Strategy,1361
玛利亚,Maria,1361
不爽,accurate,1361
第五,fifth,1360
哪些,Which,1360
不明,unknown,1359
祖父,grandfather,1359
燃料,fuel,1358
价钱,Price,1358
口气,Tone,1357
迟,Late,1357
珠宝,Jewelry,1356
无论是,Whether it is,1356
解放,liberation,1354
好听,Nice,1354
今天下午,This afternoon,1354
尽头,End,1354
皇家,Royal,1353
场景,Scenes,1353
来不及,Wasonned,1353
金子,Golden,1352
米勒,Miller,1352
纸,Paper,1352
感谢上帝,Thank God,1352
鲍比,Bobby,1352
现代,modern,1351
兵,Soldier,1351
家乡,hometown,1351
乔伊,Joey,1350
移民,migrant,1349
好几个,many,1349
起码,at least,1348
小時,Hour,1348
狗娘养,Dog nourish,1347
数学,math,1347
猎物,prey,1347
全力,Fully,1346
贵,expensive,1346
来得,Come to,1345
出名,famous,1345
锁定,locking,1345
火星,Mars,1345
作证,testify,1345
本该,it should,1344
依靠,rely on,1344
仆人,servant,1343
这么晚,so late,1343
望,see,1343
我先,I am first,1342
机密,confidential,1341
总有,always,1341
亲戚,relative,1341
疼痛,pain,1341
非得,Be,1340
大伙,Group,1340
带回,Bring back,1340
丢脸,Shame,1339
缺乏,lack,1338
牛排,steak,1337
级,class,1337
苏格兰,Scotland,1337
女神,goddess,1337
國家,nation,1336
法案,bill,1336
喝茶,Tea,1336
亚瑟,Arthur,1335
蕾,bud,1335
ぇ,Bleak,1334
咱們,we,1334
载,load,1334
物质,substance,1333
优势,Advantage,1333
吉他,Guitar,1333
服装,clothing,1331
难怪,No wonder,1331
从此,From then on,1331
星期五,Friday,1331
聲音,sound,1331
哪有,How can,1330
留着,Keep,1330
打过,Play,1329
遥远,distant,1328
听不懂,Can't understand,1328
好象,Seemingly,1327
力,force,1327
吓死,Scare,1327
石油,oil,1326
坏消息,bad news,1326
诞生,Be born,1325
再也不会,Never,1325
ﺇ,Bleak,1325
那小子,That boy,1325
黄,yellow,1324
剪,Cut,1324
粉丝,fan,1323
蜘蛛,spider,1323
沒人,no one,1323
海边,seaside,1323
纪念,commemorate,1322
真有,Real,1322
广播,broadcast,1322
英格兰,English,1321
平衡,balance,1321
仿佛,as if,1320
波士顿,Boston,1320
圣诞快乐,Merry Christmas,1320
头儿,Head,1320
详细,detailed,1319
戴夫,Diff,1318
无意,No intentional,1317
查克,Chuck,1317
手術,Operation,1317
安德鲁,Andrew,1317
本地,local,1316
做饭,Cook,1316
费用,cost,1316
ウ,Bleak,1315
不许动,Not allow,1313
酱,Sauce,1313
凯尔,Kyle,1313
上场,Play,1312
心意,Mind,1312
情形,situation,1312
姐,sister,1311
胡说八道,Nonsense,1311
纳,Accept,1311
手表,watch,1310
赞成,Approve,1310
光明,bright,1310
组成,composition,1310
倒下,Fall down,1309
欢迎光临,welcome,1308
谋,seek,1308
设置,set up,1307
周五,Friday,1307
芙,Hook,1306
下场,End,1306
形容,describe,1305
等于,equal,1305
停车场,PARKING LOT,1305
钓鱼,fishing,1305
过夜,overnight,1304
ね,Bleak,1304
抬起,Lift,1304
较,Compare,1304
模仿,imitate,1303
他會,He can,1303
保證,ensure,1303
室友,roommate,1302
地震,earthquake,1302
信念,belief,1301
竟,actually,1300
带领,lead,1300
保守,keep,1299
ﻰ,Bleak,1299
股票,stock,1299
上路,On the road,1299
阴谋,conspiracy,1298
立场,position,1298
王国,kingdom,1298
顶,top,1297
嘿嘿,hey-hey,1296
仁慈,kindness,1296
待会儿,For a while,1296
换个,Change,1295
贝丝,Beess,1294
没事儿,Be okay,1294
探索,explore,1294
毛巾,towel,1293
处女,virgin,1293
吸毒,drug,1292
直觉,intuition,1292
相似,resemblance,1292
回复,reply,1292
看見,see,1291
及时,timely,1291
现象,Phenomenon,1291
通道,aisle,1291
解決,solve,1290
宰,slaughter,1290
嫌疑人,suspects,1290
鼓励,encourage,1290
杠,Bars,1290
舒适,Comfortable,1289
很久没,Nothing for a long time,1289
激烈,fierce,1289
星期六,Saturday,1289
砆,agate,1289
师,division,1288
贷款,loan,1288
建,establish,1288
船员,crew,1287
炸药,Explosive,1287
能行,Be able to,1287
企图,attempt,1287
查查,Check,1287
竞争,compete,1287
簡單,Simple,1286
相,Mutually,1285
香烟,cigarette,1285
香,fragrant,1285
钢琴,piano,1285
守卫,guard,1284
一大,One big,1284
我花,I am spent,1284
成交,make a deal,1283
高手,Master,1283
糟透了,Mortal,1283
蒂娜,Tina,1283
多亏,Better than,1282
達,Reach,1282
西亚,West Asia,1281
幻觉,Illusion,1281
原来如此,I see,1281
破产,Mantime,1281
戴维,David,1280
通過,pass,1280
指令,instruction,1280
脾气,temper,1279
胡子,beard,1279
不关,Not close,1279
劝,advise,1279
两种,Two,1279
相遇,Encounter,1278
吵醒,Wake up,1278
追捕,Pursue,1277
救援,Rescue,1277
搬家,move place,1277
轻,light,1277
朱,Bleak,1276
妨碍,Obstruct,1276
码,code,1276
检查一下,check,1276
账户,Account,1276
普通人,Ordinary person,1275
大夫,doctor,1275
小妞,Chick,1275
考慮,consider,1274
永恒,eternal,1274
练,practice,1274
以色列,Israel,1274
订婚,got engaged,1274
多人,Multi -person,1273
闆,plate,1273
幸存者,survivor,1273
嫁,marry,1273
拼命,Desperate,1271
预约,reserve,1270
蟻,ant,1270
每晚,Every night,1269
凯西,Kaiti,1269
举,Hold,1268
我点,I order,1268
接手,Take over,1268
爱德华,Edward,1268
临时,temporary,1268
合伙人,partner,1268
物品,thing,1267
澡,bath,1267
大陆,mainland,1266
讽刺,Satire,1265
饿死,starve,1265
搬走,Move away,1264
方案,plan,1263
王后,queen,1261
麦克斯,Max,1261
老天爷,God,1261
摩根,Moses,1261
亿,100 million,1261
上楼,Go upstairs,1261
调,Tune,1260
主动,initiative,1260
主教,bishop,1259
不得了,Be incredible,1258
英俊,hansome,1258
怪异,weird,1258
国,country,1258
美金,US dollars,1258
皆,all,1258
球队,team,1258
守护,guard,1258
ち,Bleak,1257
西部,west,1257
閉嘴,Shut up,1256
演唱,Sing,1256
杰森,Jason,1256
真不知道,really do not know,1255
显得,Appear,1255
公正,just,1255
獺,otter,1255
人性,human nature,1255
伊丽莎白,Elizabeth,1254
戴上,Put on,1253
很糟,Bad,1253
点子,idea,1252
逐渐,gradually,1252
买卖,Buy and sell,1251
呼,call,1251
爱尔兰,Ireland,1251
格林,Grid,1251
干扰,interference,1251
找回,Recover,1251
钉,nail,1250
不说,Did not say,1250
此外,also,1250
路易,Louis,1250
得不到,Not get,1249
一番,Some time,1249
陷害,Be framed,1248
别跟我,Don't follow me,1248
差劲,poor,1248
运作,Operate,1247
贝,cowry,1247
内衣,underwear,1247
听懂,Understand,1246
兹,Icon,1246
自愿,Volunteer,1246
喝咖啡,Drink coffee,1245
笔,Pen,1244
领域,field,1244
瞬间,moment,1243
过分,Excessive,1243
つ,Bleak,1243
大型,Large,1242
笑容,Smile,1241
偶然,accidental,1241
老爹,Dad,1241
好些,Better,1241
未知,unknown,1241
咒语,Mantra,1240
保住,Keep,1240
考验,test,1240
希尔,Hill,1240
拆,dismantle,1240
根,root,1240
证词,testimony,1239
座,seat,1239
à,à,1239
吩咐,Order,1239
越南,Vietnam,1239
性爱,Sex,1239
发送,send,1239
随意,random,1239
招呼,call,1238
怀念,Miss,1238
登记,Register,1237
开着,Open,1237
称之为,Call,1236
水果,fruit,1236
丰富,Rich,1236
卧底,Undercover,1236
边缘,edge,1236
奥斯卡,Oscar,1235
照顧,take care of,1235
史蒂芬,Stephen,1235
解釋,explain,1235
ん,ん,1235
上海,Shanghai,1234
开发,Develop,1233
设法,try,1232
做不了,can not do this,1232
巴西,Brazil,1231
签字,signature,1231
明智,wise,1231
海上,maritime,1231
哎哟,Ouch,1231
早已,For a long time,1230
质疑,question,1230
官方,official,1230
评论,Comment,1229
感,feel,1229
症状,symptom,1229
减少,reduce,1229
直播,live streaming,1228
军,military,1228
杯酒,Cup of wine,1227
响,ring,1227
沟通,communicate,1226
昏迷,coma,1226
你老,You are old,1225
受害人,Victim,1225
电台,Radio station,1224
韦恩,Wayne,1224
动力,power,1224
购买,Buy,1224
付出代价,Pay,1223
那一刻,that moment,1223
防止,prevent,1223
嘴唇,Lips,1222
双胞胎,twin,1222
课程,course,1221
狗狗,Dog,1221
种族,Race,1220
解释一下,explain,1220
连续,continuous,1220
清白,clean,1219
招待,entertain,1219
列车,train,1219
全面,comprehensive,1219
瘦,thin,1219
淹死,Drown,1219
捅,Stab,1219
条子,Strip,1219
占领,occupied,1218
大使,ambassador,1218
抹,wipe,1218
戰爭,war,1217
帮个,Help,1217
蜡烛,Candle,1217
精神病,Mental illness,1217
帐篷,tent,1217
首席,chief,1217
郡,county,1216
兰,orchid,1216
宠物,pet,1215
按钮,Button,1215
财富,wealth,1215
多长时间,for how long,1215
扎,tie,1215
无人,unmanned,1215
高潮,climax,1214
棺材,coffin,1214
留意,pay attention to,1214
出路,Go out,1214
租,rent,1214
玉米,corn,1214
发布,release,1214
上天,Heaven,1213
安心,Be at ease,1213
工程师,engineer,1213
西班牙语,Spanish,1211
作业,Operation,1211
黄色,yellow,1211
经纪人,broker,1211
罪恶,sin,1210
人口,population,1210
野蛮,brutal,1210
灯光,light,1210
地说,Terminate,1209
专心,concentrate,1209
过世,Die,1208
保险箱,safe,1208
目前为止,So far,1208
ß,bleak,1208
先进,advanced,1208
见证,witness,1208
组合,combination,1208
当做,Be,1208
能夠,were able,1208
弄清楚,figure out,1207
蟼,Bleak,1207
佛,Buddha,1207
人手,manpower,1206
合约,contract,1205
严格,strict,1205
賸,Leftover,1205
杜,Daemon,1204
甚麼,What,1204
金属,Metal,1204
過,Pass,1203
总得,Total,1203
障碍,obstacle,1203
え,Bleak,1202
打工,work to earn a living,1202
眼泪,Tears,1202
人士,person,1202
大胆,Bold,1201
销售,Sale,1201
脱离,Separate,1201
羊,sheep,1200
一模一样,Exactly the same,1200
他家,his home,1200
温度,temperature,1200
天下,World,1200
出售,sell,1199
走过,Pass through,1199
外婆,grandmother,1199
帮帮,Gang,1199
强尼,Qiangni,1198
星期天,Sunday,1198
卡住,stuck,1198
独特,unique,1198
涉及,Involve,1198
心脏病,heart disease,1198
一行,One -line,1197
工作室,studio,1197
别吵,Don't make noise,1197
影像,image,1197
剧院,theater,1196
补偿,compensate,1196
金发,blond,1195
字母,letter,1195
着火,on fire,1195
开启,Open,1195
基础,Base,1194
我查,I check,1194
试验,test,1194
亲人,Relative,1194
来电,Call,1193
挣扎,struggle,1193
一无所知,Know nothing about,1193
细胞,cell,1193
二十,twenty,1192
服从,obey,1192
维多利亚,Victoria,1191
进一步,further,1191
来临,advent,1191
边境,border,1191
检测,Test,1190
ﺫ,Bleak,1189
太小,Too small,1189
排,Row,1189
德州,Texas,1189
抗议,protest,1189
运动员,athlete,1188
漫长,Long,1187
双方,both sides,1187
進,Enter,1187
ﺩ,Bleak,1187
名义,name,1187
娱乐,entertainment,1186
乡村,rural,1186
厲害,sharp,1185
面试,interview,1184
看电视,watch TV,1184
到此为止,End,1184
需求,need,1184
居住,live,1183
不見,not see,1183
摩托车,motorcycle,1183
分别,respectively,1183
预测,predict,1183
便是,That,1182
沙滩,Beach,1182
商人,merchant,1182
图片,picture,1182
典型,typical,1181
那辆,That car,1181
确切,exact,1181
小岛,Island,1180
拼,spell,1179
